variable,"type	",mean,stderr,stddev,min,max,pos
v2xlg_legcon,T,0.2085455,0.0453257,0.2125964,0.1142855,0.3028054,1
v2xlg_legcon,S,0.901418,0.0011943,0.0056017,0.8989343,0.9039017,2
v2lgotovst,T,-1.520182,0.2602395,1.220631,-2.061379,-0.9789842,3
v2lgotovst,S,2.350126,0.0143692,0.0673974,2.320244,2.380008,4
v2lginvstp,T,-1.042636,0.3297994,1.546896,-1.728492,-0.356781,5
v2lginvstp,S,1.410725,0.0223256,0.1047164,1.364296,1.457154,6
v2lgoppart,T,-0.9159091,0.2032665,0.9534046,-1.338625,-0.4931932,7
v2lgoppart,S,2.558038,0.0201434,0.0944807,2.516147,2.599928,8
v2lgqstexp,T,-1.052091,0.1858681,0.8717988,-1.438625,-0.665557,9
v2lgqstexp,S,1.572871,0.0104801,0.0491561,1.551077,1.594666,10
